,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
2106,42,1,213821,2,9,0,8,0,0,0,0,1887,40,0,1
2110,30,1,203277,2,9,0,11,0,0,0,0,0,60,0,1
2113,57,1,103809,2,9,2,3,2,0,1,0,0,40,0,0
2114,25,1,90291,0,13,2,0,3,0,0,0,0,40,0,0
2125,24,1,109307,2,9,2,3,3,0,0,0,0,45,0,0
2141,49,1,122493,2,9,5,4,2,0,0,0,0,40,0,0
2145,25,0,282631,2,9,0,8,0,0,0,0,0,40,0,0
2147,58,1,187487,2,9,0,2,0,0,0,0,0,40,0,0
2149,29,1,75648,4,10,0,8,0,0,0,0,0,55,0,0
2153,44,1,146659,8,14,0,6,0,0,0,0,1887,35,0,1
2158,57,5,119253,8,14,0,3,0,0,0,15024,0,65,0,1
2159,47,0,121124,14,3,0,3,0,0,0,0,0,55,20,1
2161,21,1,60639,4,10,2,1,1,0,1,0,0,37,0,0
2163,61,1,113544,0,13,0,7,0,0,0,0,0,55,0,0
2164,47,1,331650,2,9,0,7,5,0,1,0,0,8,0,1
2166,47,1,298130,2,9,0,3,0,0,0,0,0,40,0,0
2168,32,0,197867,5,11,3,3,2,0,0,0,0,50,0,0
2180,36,1,393673,9,12,0,0,5,0,1,0,0,50,0,1
2182,41,0,438696,8,14,3,3,2,0,0,0,0,5,0,1
2183,35,0,207568,6,4,0,10,0,0,0,0,0,75,0,0
2188,29,1,54131,4,10,2,3,1,0,0,0,0,30,0,0
2191,22,1,355686,4,10,2,9,1,0,1,0,0,40,0,0
2203,49,2,34021,0,13,2,6,3,0,1,0,0,50,0,0
2212,42,1,70055,2,9,0,5,0,0,0,0,0,40,0,0
2213,60,1,131852,14,3,0,7,0,0,0,0,0,30,0,1
2216,23,1,175183,4,10,2,9,1,0,1,0,0,40,0,0
2218,34,1,221324,2,9,2,2,2,1,1,0,0,40,0,0
2221,57,3,39380,2,9,4,1,1,0,1,0,0,35,0,0
2222,20,1,96862,4,10,2,7,3,0,1,0,0,8,0,0
2224,31,1,257644,3,7,2,12,2,0,0,0,0,40,0,0
2225,23,3,235853,0,13,2,4,1,0,0,0,0,22,0,0
2226,30,1,270577,2,9,4,9,2,0,1,0,0,40,0,0
2227,32,2,222900,0,13,4,6,1,0,1,0,0,50,0,1
2230,59,0,174056,0,13,0,3,0,0,0,15024,0,40,0,1
2242,51,1,204322,5,11,0,5,0,0,0,0,0,40,0,1
2256,42,0,220647,0,13,0,10,0,0,0,0,0,45,0,0
2267,32,2,286101,2,9,2,12,2,1,1,0,0,37,0,0
2273,41,1,118853,4,10,0,3,0,0,0,0,0,40,0,0
2276,47,1,275361,9,12,5,1,3,0,1,0,0,35,0,0
2277,42,1,225193,2,9,0,8,0,0,0,0,0,40,0,0
2279,29,2,107411,13,15,2,6,1,0,1,0,0,70,0,0
2280,21,3,258490,4,10,2,6,1,0,1,0,0,20,0,0
2281,18,1,120243,3,7,2,7,3,0,0,0,0,27,0,0
2282,31,1,219509,2,9,0,1,0,0,0,0,0,40,3,1
2289,42,0,121718,2,9,0,8,0,0,0,0,0,24,0,0
2293,52,1,284129,4,10,0,8,0,0,0,0,0,40,0,1
2297,31,1,118901,0,13,3,9,2,0,1,0,0,45,0,0
2303,90,1,52386,4,10,2,1,1,2,0,0,0,35,0,0
2308,53,1,149784,0,13,0,6,0,0,0,7688,0,40,0,1
2310,56,1,128764,6,4,5,12,1,0,0,0,0,20,0,0
2314,40,1,29841,0,13,0,9,5,0,1,0,0,40,0,0
2319,65,5,139272,0,13,0,3,0,0,0,99999,0,60,0,1
2322,22,1,460835,2,9,2,8,3,0,0,0,0,55,0,0
2325,39,1,77146,0,13,0,0,0,0,0,0,1887,50,0,1
2327,25,1,41107,0,13,1,7,1,0,0,0,0,40,21,0
2334,51,1,191659,4,10,0,0,0,0,0,0,1887,65,0,1
2335,19,1,43285,4,10,2,9,3,0,1,0,0,20,0,0
2338,23,1,176178,2,9,2,4,3,0,1,0,0,40,0,0
2344,44,1,198282,8,14,0,0,0,0,0,15024,0,40,0,1
2364,22,1,181773,2,9,2,12,3,1,0,0,0,40,0,0
2375,20,1,242077,2,9,3,3,1,1,1,0,0,40,0,0
2384,19,1,172893,4,10,2,0,3,0,1,0,0,30,0,0
2391,22,1,189950,0,13,2,6,1,0,0,0,0,55,0,0
2398,19,1,55284,2,9,2,3,3,0,1,0,0,35,0,0
2400,32,3,117927,4,10,2,9,1,1,1,0,0,40,0,0
2405,34,1,134737,5,11,0,2,0,0,0,0,0,40,0,0
2410,51,1,41474,7,6,0,1,0,0,0,0,0,40,3,0
2411,36,2,318972,4,10,3,9,2,0,1,0,0,65,0,0
2412,33,1,86143,4,10,2,0,3,2,0,0,0,40,15,0
2428,41,1,154194,2,9,2,3,3,0,1,0,0,40,0,0
2429,36,0,295127,2,9,0,10,0,0,0,0,0,84,0,0
2430,60,1,240521,2,9,0,8,0,0,0,7298,0,40,0,1
2432,35,1,356250,13,15,0,3,0,2,0,0,0,35,17,0
2439,32,5,111746,4,10,0,8,0,0,0,0,0,40,0,0
2444,19,1,171306,2,9,2,3,3,0,0,0,0,3,0,0
2453,24,0,174391,2,9,0,9,5,0,1,0,0,40,0,0
2457,39,1,105813,2,9,0,8,0,0,0,0,0,40,0,0
2461,26,0,284343,9,12,2,8,1,0,0,0,0,40,0,0
2463,46,1,174224,5,11,3,11,1,1,0,0,0,40,0,0
2467,46,1,62793,2,9,3,3,4,0,1,0,0,40,0,0
2470,50,4,20179,8,14,0,4,0,0,0,0,0,40,0,1
2472,30,1,432565,5,11,0,4,4,0,1,0,0,40,21,1
2473,39,5,329980,0,13,0,3,0,0,0,0,2415,60,0,1
2475,23,1,342946,3,7,2,12,3,0,1,0,0,38,0,0
2476,21,1,219835,5,11,2,7,1,0,0,0,0,40,0,0
2488,52,0,242341,6,4,0,8,0,3,0,0,0,40,0,0
2493,18,1,415520,3,7,2,8,3,0,0,0,0,20,0,0
2501,31,0,161745,0,13,1,0,1,0,0,0,1980,60,0,0
2505,57,0,73309,2,9,5,8,1,0,0,0,0,55,0,1
2511,70,1,262345,4,10,2,9,1,0,1,0,0,6,0,0
2513,47,1,174525,2,9,0,7,0,0,0,3942,0,40,2,0
2518,28,1,173649,2,9,2,1,3,1,1,0,0,40,2,0
2519,35,1,174597,0,13,0,8,0,0,0,0,0,40,0,0
2523,52,1,198824,5,11,4,1,2,0,1,0,0,35,0,0
2525,43,1,188696,5,11,3,2,1,0,0,0,0,40,0,0
2541,34,1,193036,4,10,0,9,0,1,0,0,0,40,0,1
2544,19,1,192773,4,10,2,7,3,0,1,0,0,35,0,0
2551,41,1,306495,2,9,0,10,0,0,0,0,0,40,0,0
2557,22,2,123727,4,10,2,6,1,0,1,0,0,21,0,0
2558,58,3,110517,15,16,0,6,0,2,0,4064,0,40,8,0
2561,40,1,216116,1,5,2,2,2,1,1,0,0,40,22,0
2563,54,4,175083,2,9,2,9,2,0,1,0,0,20,0,0
2567,24,3,166851,8,14,2,6,1,0,0,0,0,13,0,0
2570,54,1,124993,2,9,0,7,0,0,0,0,0,40,0,1
2571,21,1,148509,4,10,2,7,1,0,1,0,0,30,0,0
2582,28,1,203776,7,6,0,8,0,0,0,0,0,50,0,0
2585,51,1,103407,2,9,3,9,1,0,1,0,0,40,0,0
2587,36,1,153205,0,13,0,6,0,2,0,0,0,45,2,0
2590,50,1,221336,2,9,3,9,4,2,1,0,0,40,15,0
2595,35,1,325802,9,12,3,5,2,0,1,0,0,24,0,0
2598,41,1,183203,2,9,0,12,0,0,0,0,0,50,0,1
2604,18,1,80616,7,6,2,5,3,0,0,0,0,27,0,0
2608,23,1,203240,4,10,2,1,1,0,1,0,0,40,0,0
2610,18,1,40829,3,7,2,3,4,3,1,0,0,25,0,0
2612,31,3,116677,2,9,0,3,0,0,0,0,0,40,0,0
2614,41,1,304906,0,13,0,0,0,0,0,0,0,40,0,1
2616,27,1,258102,14,3,2,12,1,0,0,0,0,40,3,0
2622,42,1,245626,2,9,0,8,0,3,0,0,0,60,0,0
2625,45,0,160167,7,6,0,8,0,0,0,0,0,70,0,0
2633,55,5,141807,0,13,0,3,0,0,0,0,0,60,0,1
2646,55,0,161334,2,9,5,1,1,0,1,0,0,25,23,0
2656,18,1,280298,2,9,2,3,3,0,1,0,0,24,0,0
2657,31,1,163516,4,10,5,9,2,0,1,0,0,40,0,0
2661,39,1,288551,2,9,0,8,0,1,0,0,0,40,0,0
2665,70,1,94692,0,13,0,3,0,0,0,0,0,70,0,1
2669,49,1,23074,4,10,5,0,1,0,1,0,0,40,0,1
2671,43,1,188291,10,2,2,3,3,0,0,0,0,40,0,0
2675,34,1,509364,2,9,0,8,0,0,0,0,0,40,0,0
2677,33,1,91964,4,10,2,9,2,0,0,0,0,40,0,0
2705,40,1,218903,2,9,3,4,2,0,1,0,0,40,0,0
2706,27,2,204098,2,9,0,5,4,0,0,0,0,50,0,0
2712,20,1,224059,2,9,2,1,1,0,0,0,0,40,0,0
2725,28,1,355259,8,14,2,6,1,0,1,0,0,40,0,1
2727,32,1,185410,2,9,2,9,1,0,1,0,0,40,0,0
2729,21,1,286853,2,9,2,1,3,0,0,0,0,35,0,0
2734,32,1,94235,2,9,0,8,0,0,0,0,0,40,0,1
2738,37,1,93717,4,10,0,9,5,0,1,7298,0,45,0,1
2739,41,1,194710,2,9,2,0,1,0,1,0,0,40,0,0
2746,57,1,296152,4,10,3,0,4,0,1,594,0,10,0,0
2747,46,1,166003,3,7,0,2,0,0,0,0,0,40,0,0
2756,43,2,147328,8,14,0,0,0,0,0,0,1977,60,0,1
2758,40,1,225978,4,10,4,0,1,1,0,0,0,40,0,0
2761,34,1,346762,3,7,3,7,3,0,0,0,0,84,0,0
2765,34,1,171159,4,10,3,9,2,0,1,0,0,30,0,0
2772,20,1,436253,4,10,2,1,3,0,0,0,0,35,0,0
2773,31,1,300687,2,9,2,1,1,1,0,0,0,40,0,0
2774,55,1,144071,0,13,0,4,0,0,0,0,0,18,0,1
2791,55,1,92215,2,9,3,9,1,0,1,0,0,40,0,0
2792,34,1,33945,2,9,3,8,1,0,0,6849,0,55,0,0
2807,44,1,174491,2,9,5,1,2,1,1,0,0,30,0,0
2811,53,1,104413,2,9,5,1,2,1,1,0,0,20,0,0
2813,24,1,379066,4,10,2,9,1,0,0,0,2205,24,0,0
2815,50,1,237735,14,3,0,12,0,0,0,0,0,37,3,0
2817,41,1,237321,10,2,0,2,0,0,0,0,0,40,3,1
2818,41,1,23646,8,14,2,6,1,0,1,0,0,40,0,0
2819,31,1,169240,2,9,2,1,1,0,1,0,0,40,0,0
2820,32,4,454508,0,13,0,0,0,0,0,0,0,40,0,0
2824,39,1,548510,0,13,0,6,0,1,0,0,0,30,0,0
2829,36,1,107302,8,14,0,6,0,0,0,0,0,60,0,1
2845,50,1,121685,4,10,0,3,0,0,0,0,0,45,0,1
2847,26,1,188343,2,9,2,7,2,1,1,0,0,40,0,0
2850,37,1,545483,9,12,0,10,0,0,0,0,0,40,0,0
2857,28,1,157813,3,7,3,7,2,0,1,0,0,58,21,0
2860,47,1,102308,8,14,0,3,0,0,0,0,0,40,0,1
2861,44,1,367749,10,2,2,2,1,0,1,0,0,40,7,0
2862,25,1,98281,11,8,2,5,2,0,0,0,0,43,0,0
2864,29,1,277788,4,10,0,3,5,0,1,0,0,25,0,0
2876,25,1,503012,14,3,2,8,1,0,0,0,0,40,3,0
2879,22,1,148187,3,7,2,1,4,0,0,0,0,40,0,0
2889,36,1,248010,2,9,0,9,0,0,0,0,0,45,0,0
2890,40,1,174515,2,9,1,1,3,0,1,0,0,40,0,0
2902,43,1,307767,2,9,0,5,0,0,0,0,0,40,0,0
2905,53,1,358056,3,7,3,1,2,0,1,0,0,40,0,0
2923,42,0,27821,5,11,0,0,0,0,0,0,0,60,0,0
2927,52,1,91048,2,9,3,2,3,1,1,0,0,35,0,0
2935,50,2,177705,4,10,0,9,0,0,0,0,1740,48,0,0
2962,42,1,121264,5,11,0,6,0,0,0,0,0,40,0,1
2976,34,1,182177,2,9,3,8,1,0,0,3325,0,35,0,0
2981,22,1,201729,1,5,2,5,4,0,0,0,0,30,0,0
2991,62,0,120939,4,10,3,3,1,0,0,0,0,40,0,0
2996,39,1,202950,0,13,2,0,1,0,0,0,0,45,0,0
3004,25,1,117589,9,12,2,9,1,0,1,0,0,40,0,0
3008,26,1,96130,2,9,2,8,4,0,0,0,0,40,0,0
3029,28,3,52636,8,14,0,0,0,0,0,0,0,40,0,0
3035,61,1,208919,8,14,0,3,0,0,0,0,0,60,0,1
3037,42,1,307638,2,9,3,9,3,0,1,0,0,40,0,0
3038,44,2,33068,11,8,0,8,0,0,0,0,0,55,0,0
3051,48,1,119199,0,13,3,3,2,0,1,0,0,44,0,0
3052,30,1,107793,4,10,0,12,0,0,0,0,0,56,0,1
3058,29,1,173652,4,10,2,9,3,0,1,0,0,40,0,0
3059,40,1,164663,2,9,0,12,0,0,0,0,0,40,0,0
3070,27,1,301654,2,9,2,0,3,0,1,0,0,40,0,0
3071,35,1,376455,4,10,0,0,0,0,0,15024,0,60,0,1
3074,20,1,337639,4,10,2,3,3,0,0,0,0,40,0,0
3075,18,1,130849,4,10,2,3,3,0,1,0,0,15,0,0
3076,32,1,296282,0,13,0,3,0,0,0,0,0,40,0,0
3079,28,1,90196,0,13,0,0,0,0,0,0,0,45,0,1
3087,46,2,102076,2,9,3,9,2,0,1,0,0,25,0,0
3092,60,0,170114,1,5,0,10,0,0,0,0,1672,84,0,0
3094,46,2,267588,0,13,0,6,5,0,1,0,0,70,0,0
3096,22,1,175586,2,9,2,7,2,1,1,0,0,35,0,0
3104,28,1,206351,4,10,0,3,0,0,0,0,0,40,0,0
3113,44,1,198316,0,13,0,0,0,0,0,15024,0,50,0,1
3116,52,5,210736,0,13,0,3,0,0,0,0,0,60,0,0
3124,19,1,181546,4,10,2,9,3,0,1,0,0,40,0,0
3128,26,1,200639,4,10,0,2,0,0,0,0,0,40,0,0
3150,38,1,498785,2,9,0,5,0,0,0,0,0,40,0,0
3158,59,2,62020,2,9,5,8,1,1,0,0,0,40,0,0
3160,43,2,247514,8,14,3,6,2,0,0,0,0,40,0,0
3172,41,3,355756,4,10,2,6,1,0,0,0,0,40,0,0
3179,35,0,216129,11,8,2,1,1,1,1,0,0,40,24,0
3192,71,1,157909,4,10,2,1,1,0,1,2964,0,60,0,0
3196,20,1,221955,14,3,1,10,4,0,0,0,0,40,3,0
3201,28,1,142264,1,5,2,2,1,0,0,0,0,50,18,0
3206,45,2,160472,0,13,0,0,0,0,0,0,1977,50,0,1
3211,82,1,29441,6,4,5,7,1,0,0,0,0,5,0,0
3213,74,4,181508,2,9,5,1,1,0,0,0,0,17,0,0
3218,36,1,224531,0,13,0,3,0,0,0,0,0,50,0,1
3219,59,1,283005,3,7,3,9,2,0,1,0,0,40,0,0
3221,53,2,135102,2,9,0,1,0,0,0,0,2002,45,0,0
3231,52,1,134447,4,10,0,7,0,0,0,0,0,50,0,0
3254,49,0,211762,2,9,0,8,0,0,0,0,0,40,0,1
3264,36,5,164866,9,12,4,0,1,0,0,0,0,50,0,0
3266,30,1,186269,0,13,0,4,0,0,0,0,0,40,0,0
3279,45,1,183168,0,13,3,0,2,0,1,0,0,40,0,0
3287,34,5,80249,4,10,0,10,0,0,0,0,0,72,0,0
3289,49,1,240859,3,7,0,8,0,0,0,0,0,40,4,0
3291,74,1,29866,6,4,0,7,0,0,0,0,0,2,0,0
3296,24,1,54560,2,9,0,12,0,0,0,0,0,45,0,0
3309,39,1,352248,9,12,0,9,0,0,0,0,0,40,0,0
3316,47,2,242552,4,10,2,11,1,1,0,0,0,40,0,0
3320,46,1,180695,4,10,2,9,3,0,1,0,0,40,0,0
3321,37,1,189922,9,12,0,4,0,0,0,0,0,50,0,1
3326,32,1,43403,4,10,3,10,1,0,1,0,1590,54,0,0
3333,41,1,231689,2,9,0,8,0,0,0,0,0,40,0,1
3336,33,1,262439,2,9,0,9,5,0,1,0,0,35,0,1
3339,31,1,83446,2,9,5,8,2,0,1,0,0,40,0,0
3341,57,2,268252,2,9,3,9,2,0,1,0,0,62,0,0
3343,41,5,139916,5,11,0,3,0,4,0,0,2179,84,3,0
3349,36,1,166988,0,13,0,6,5,0,1,0,0,40,0,1
3353,49,1,186172,2,9,0,8,0,0,0,7688,0,45,0,1
3354,26,1,245628,3,7,2,5,2,0,0,0,0,20,0,0
3359,35,1,102976,8,14,2,0,1,0,0,0,0,40,0,1
3360,57,5,42959,0,13,0,3,5,0,1,0,0,40,0,1
3363,36,1,284616,4,10,0,0,0,0,0,0,0,40,0,0
3367,36,1,84306,0,13,0,0,0,0,0,5013,0,50,0,0
3369,61,1,149653,2,9,0,0,0,0,0,0,0,50,0,0
3380,28,1,208965,1,5,2,2,2,4,0,0,0,40,3,0
3383,40,1,327573,5,11,0,8,0,0,0,0,0,40,0,0
3386,38,1,203836,2,9,0,3,0,0,0,3464,0,40,25,0
3390,45,1,214627,15,16,5,6,2,0,0,15020,0,40,5,1
3391,20,1,368852,4,10,2,1,3,0,1,0,0,20,0,0
3396,50,3,198103,0,13,2,0,1,0,1,0,0,40,0,0
3398,34,1,173730,0,13,0,0,0,0,0,0,0,50,0,1
3404,41,1,243607,14,3,0,9,0,0,0,0,0,40,3,0
3410,42,4,122861,8,14,0,0,0,0,0,0,0,40,0,1
3419,39,1,346478,4,10,2,0,1,0,0,0,0,45,0,0
3427,54,1,457237,8,14,0,3,0,0,0,0,0,40,0,0
3428,46,5,284799,4,10,0,3,0,0,0,0,0,60,0,0
3434,53,1,99476,2,9,3,1,1,0,1,0,0,38,0,0
3439,40,1,162108,0,13,3,7,1,0,1,0,0,50,0,0
3459,21,1,356772,2,9,2,7,2,0,1,0,0,40,0,0
3466,39,1,96452,8,14,0,0,0,0,0,0,0,55,0,1
3468,38,2,116580,0,13,0,6,5,0,1,0,0,20,0,1
3469,50,1,400004,4,10,0,3,0,0,0,0,0,60,0,0
3473,18,1,43272,4,10,2,1,3,0,0,0,0,20,0,0
3491,33,1,323619,4,10,2,9,2,0,1,0,0,40,0,0
3494,25,1,40915,0,13,2,0,1,0,1,0,0,40,0,1
3500,46,1,357338,0,13,0,4,0,0,0,0,0,40,0,0
3504,31,1,120461,0,13,2,0,1,0,1,0,0,40,0,0
3507,25,2,112835,8,14,2,11,1,0,0,0,0,40,0,0
3520,30,1,221043,2,9,0,8,0,0,0,0,0,35,0,0
3530,46,1,189680,4,10,0,3,0,0,0,0,0,50,0,1
3535,18,1,174732,2,9,2,1,4,1,0,0,0,36,0,0
3545,29,1,151476,4,10,4,3,1,0,1,0,0,40,0,0
3546,23,1,129583,2,9,2,5,3,1,1,0,0,16,0,0
3547,57,1,180920,7,6,0,8,0,0,0,0,0,43,0,0
3550,39,2,187127,4,10,0,0,0,0,0,0,0,40,0,0
3552,56,1,192869,8,14,0,8,0,0,0,0,1977,44,0,1
3556,67,0,116057,2,9,3,0,1,0,1,3273,0,16,0,0
3558,24,2,134181,0,13,2,6,3,0,1,0,0,50,0,0
3572,19,1,37332,2,9,2,7,3,0,1,1055,0,12,0,0
3579,21,1,180303,0,13,2,7,1,2,0,0,0,25,2,0
3583,43,2,96102,4,10,0,11,0,0,0,0,1887,40,0,1
3589,31,2,50442,4,10,2,0,3,3,1,0,0,32,0,0
3603,61,1,159046,6,4,0,12,0,0,0,0,0,40,0,0
3607,41,0,227065,4,10,4,8,1,0,0,0,0,40,0,0
3609,23,1,215616,2,9,2,6,1,0,1,0,0,40,21,0
3610,65,1,386672,5,11,0,9,0,0,0,0,0,15,0,0
3611,45,5,177543,2,9,0,3,5,0,1,0,0,50,0,0
3620,52,1,363405,2,9,4,9,4,0,1,0,0,40,0,0
3622,27,1,194472,2,9,2,14,1,0,1,0,0,60,0,0
3623,31,1,247328,1,5,0,2,0,0,0,3137,0,40,3,0
3625,35,1,236910,0,13,0,0,0,0,0,0,0,60,0,0
3629,32,1,130304,2,9,0,6,0,0,0,0,1485,48,0,0
3636,45,1,304570,11,8,0,2,0,2,0,0,0,40,2,0
3639,39,1,218490,0,13,0,3,0,0,0,0,1848,40,0,1
3640,63,0,231777,0,13,2,12,1,0,0,0,0,40,0,0
3647,53,1,166386,0,13,0,2,5,2,1,0,0,40,17,0
3652,44,3,174325,8,14,0,6,0,1,0,7688,0,40,0,1
3658,21,1,342575,4,10,2,3,3,1,1,0,0,30,0,0
3659,30,1,206051,2,9,0,5,0,0,0,0,0,40,0,1
3664,62,0,171315,0,13,0,6,0,0,0,0,0,60,0,1
3678,40,1,150528,0,13,0,9,0,0,0,0,0,40,0,0
3680,33,1,247205,0,13,0,11,0,1,0,0,0,40,16,0
3688,30,1,306383,4,10,3,5,1,0,0,0,0,50,0,0
3689,70,1,35494,2,9,0,0,0,0,0,0,0,30,0,0
3694,37,2,31023,4,10,0,1,0,0,0,0,0,40,0,0
3699,58,1,140363,2,9,3,2,1,0,0,3325,0,30,0,0
3701,23,1,40060,4,10,0,5,0,0,0,0,0,40,0,0
3706,22,1,437994,4,10,2,1,4,1,0,0,0,20,0,0
3707,41,1,113555,4,10,0,8,0,3,0,7298,0,50,0,1
3712,27,1,114158,5,11,2,9,3,0,1,0,0,35,0,0
3720,46,1,56841,2,9,0,12,0,0,0,0,0,40,0,0
3722,43,1,147110,4,10,2,9,2,0,0,0,0,48,0,1
3728,30,1,151868,1,5,0,8,0,0,0,0,0,40,0,0
3731,37,4,203070,4,10,0,8,0,0,0,0,0,43,0,0
3735,30,1,125762,4,10,0,9,0,0,0,0,0,30,0,0
3745,25,0,189027,2,9,0,10,0,0,0,0,0,30,0,0
3747,32,1,640383,0,13,3,7,2,0,1,0,0,40,0,0
3755,28,2,154863,2,9,2,11,4,1,0,0,1876,40,0,0
3758,39,1,33355,2,9,0,12,0,0,0,7298,0,48,0,1
3761,57,1,170244,13,15,2,6,1,0,1,0,0,40,0,0
3765,55,1,171780,9,12,3,3,2,1,1,0,0,30,0,0
3768,28,1,209109,0,13,0,1,0,0,0,0,0,50,0,0
3777,80,1,87518,4,10,2,6,1,0,0,0,1816,60,0,0
3778,63,1,113324,4,10,0,11,0,0,0,0,0,40,0,0
3779,63,1,96299,2,9,3,12,2,0,0,0,0,45,0,1
3781,23,1,200973,2,9,2,9,1,0,1,0,0,40,0,0
3788,52,1,164135,2,9,0,0,0,0,0,0,0,50,0,1
3794,26,4,95806,4,10,2,8,1,0,0,3325,0,40,0,0
3798,30,1,504725,7,6,2,3,4,0,0,0,0,18,9,0
3801,30,1,35644,2,9,2,1,3,0,0,0,0,10,0,0
3807,23,1,194096,0,13,2,0,3,0,1,0,0,40,0,0
3810,46,2,253116,0,13,2,6,1,1,1,0,0,40,0,0
3819,24,1,200973,4,10,2,9,1,0,1,0,0,40,0,0
3823,34,1,353213,9,12,4,8,1,0,0,0,0,60,0,0
3828,37,4,470663,4,10,2,8,1,0,0,0,0,40,0,0
3834,32,1,169886,0,13,2,7,1,0,1,0,0,20,2,0
3845,43,3,199806,0,13,0,9,0,0,0,0,0,40,0,1
3853,20,1,189888,11,8,2,1,1,0,0,0,0,40,0,0
3855,30,1,117393,2,9,2,3,1,0,1,0,0,40,0,0
3862,41,1,121718,5,11,0,4,0,0,0,0,1848,48,0,1
3866,54,1,22743,4,10,0,12,0,0,0,15024,0,60,0,1
3870,24,1,611029,7,6,0,5,0,0,0,0,0,40,0,0
3873,34,1,137900,2,9,2,3,1,0,1,0,0,35,0,0
3879,43,1,128212,14,3,0,2,5,2,1,0,0,40,26,1
3894,54,4,33863,2,9,0,9,0,0,0,0,0,40,0,1
3904,69,1,185691,3,7,0,9,0,0,0,0,0,20,0,0
3907,28,1,247445,2,9,2,9,1,0,0,0,0,40,0,0
3909,33,5,139057,2,9,0,0,0,2,0,0,0,84,11,1
3918,47,1,76612,2,9,0,6,0,0,0,0,0,50,0,0
3929,46,1,328216,2,9,0,8,0,0,0,0,0,40,0,1
3931,75,1,95985,14,3,5,1,2,1,0,0,0,10,0,0
3934,53,1,103950,8,14,3,6,1,0,1,0,0,40,0,0
3936,46,3,295791,5,11,3,9,2,0,1,0,0,38,0,0
3946,39,1,117381,2,9,2,4,1,0,0,0,0,62,16,0
3953,44,1,286750,4,10,0,12,0,1,0,0,0,40,0,0
3962,30,1,207253,5,11,0,8,0,0,0,0,0,40,16,0
3963,83,1,251951,2,9,5,7,1,0,1,0,0,20,0,0
3969,59,1,117751,9,12,3,7,1,0,0,0,0,8,0,0
3978,50,0,386397,0,13,0,3,0,0,0,0,0,60,0,0
3979,48,1,96798,8,14,3,3,1,0,0,0,0,35,0,0
3982,50,1,139464,0,13,3,6,2,0,1,0,0,36,27,0
3997,37,1,295949,2,9,0,8,0,0,0,0,1628,40,0,0
3999,28,1,124905,6,4,0,8,0,0,0,0,0,30,0,0
4006,35,1,124483,0,13,2,3,1,2,0,0,0,50,2,1
4009,59,2,236426,9,12,3,6,1,0,1,0,0,50,0,0
4010,22,1,400966,4,10,2,9,3,0,1,0,0,40,0,0
4011,40,1,404573,4,10,2,3,1,0,1,0,0,44,0,0
4012,35,1,227571,6,4,0,5,0,0,0,0,0,40,3,0
4021,19,1,35507,4,10,2,7,3,0,1,0,0,45,0,0
4030,29,2,329426,2,9,2,11,1,0,0,0,0,40,0,0
4038,35,1,168675,2,9,4,12,3,0,0,0,0,50,0,0
4040,38,3,220421,0,13,2,0,1,0,1,0,0,40,0,0
4054,34,1,245378,0,13,0,0,0,0,0,0,0,45,0,0
4059,39,1,63910,4,10,2,9,3,2,1,0,0,40,0,0
4064,58,5,104333,2,9,3,3,1,0,0,0,0,50,0,0
4069,25,1,104662,2,9,2,1,2,0,1,0,0,22,0,0
4074,33,1,254221,2,9,2,9,1,0,1,0,0,40,0,0
4075,35,1,152909,0,13,0,0,0,0,0,0,1887,45,0,1
4077,59,1,160362,2,9,0,3,0,0,0,0,0,60,0,0
4078,19,1,387215,4,10,2,4,3,0,0,0,1719,16,0,0
4082,52,1,202956,6,4,0,8,0,0,0,0,0,40,0,0
4091,33,1,288825,2,9,3,8,1,0,0,0,2258,84,0,0
4092,27,2,134813,8,14,2,6,3,0,0,0,0,52,0,0
4095,31,1,45604,2,9,0,0,0,0,0,0,0,54,0,0
4097,40,2,244522,8,14,0,6,0,0,0,0,1902,48,0,1
4099,47,1,194698,2,9,0,12,0,0,0,0,0,50,0,0
4113,22,1,197613,5,11,2,1,1,0,1,0,0,30,0,0
4116,65,1,361721,5,11,0,12,0,0,0,0,0,20,0,0
4121,49,1,87928,2,9,0,9,0,0,0,0,0,40,0,1
4123,24,1,154165,1,5,3,1,3,0,1,0,0,40,0,0
4127,39,0,126569,13,15,0,6,0,0,0,15024,0,60,0,1
4132,40,5,37997,4,10,0,10,0,0,0,0,0,50,0,0
4144,52,1,114062,2,9,3,8,2,0,1,0,0,40,0,0
4152,20,1,174714,4,10,2,7,3,0,0,0,0,20,0,0
4157,28,1,152951,2,9,3,5,1,0,0,0,0,40,0,0
4162,49,1,157569,2,9,0,8,0,0,0,0,0,40,0,0
4165,29,1,446559,9,12,0,0,5,0,1,0,0,50,0,0
4166,18,1,41794,3,7,2,1,3,0,1,0,0,20,0,0
4172,46,1,324655,8,14,0,4,0,0,0,0,1902,40,2,1
4173,24,1,122272,0,13,2,10,3,0,1,0,0,40,0,0
4182,67,1,288371,2,9,0,3,0,0,0,0,0,40,21,1
4184,22,1,244366,0,13,2,6,3,0,0,0,0,40,0,0
4197,51,4,45334,4,10,0,11,0,2,0,0,0,70,2,0
4203,55,1,163083,0,13,4,0,1,0,0,14084,0,45,0,1
4207,64,1,321166,0,13,3,3,1,0,1,0,0,5,0,0
